,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,labels
3658,20180502,10,17.7,88,1.1,322,15.6,0.36,0.0,0.0,1,0,1,1
3659,20180502,11,18.0,85,1.1,411,15.4,0.45,0.0,0.0,1,0,1,1
3660,20180502,12,17.3,95,0.7,155,16.4,0.16,3.5,0.0,1,0,1,1
3661,20180502,13,17.2,96,0.9,275,16.5,0.26,4.0,0.0,1,0,1,1
3662,20180502,14,17.5,94,0.3,436,16.5,0.35,0.0,0.0,1,0,1,1
3663,20180502,15,17.0,90,3.7,216,15.3,0.26,0.0,0.0,1,0,1,1
3664,20180502,16,15.4,95,4.7,378,14.5,0.11,0.5,0.0,1,0,1,1
3665,20180502,17,13.9,94,2.6,303,12.9,0.21,0.0,0.0,1,0,1,2
3666,20180502,18,13.6,89,2.3,638,11.8,0.09,0.0,0.0,1,0,1,1
3667,20180502,19,12.6,93,3.9,831,11.4,0.0,0.0,0.0,1,0,1,1
3668,20180502,20,11.1,91,4.0,716,9.6,0.0,0.5,0.0,1,0,1,1
3669,20180502,21,10.5,94,2.8,1627,9.5,0.0,1.0,0.0,1,0,1,1
3670,20180502,22,10.4,85,3.7,1671,7.9,0.0,0.0,0.0,1,0,1,1
3671,20180502,23,9.5,90,3.6,1017,7.9,0.0,1.0,0.0,1,0,1,1
3672,20180503,0,8.7,86,3.1,2000,6.4,0.0,0.0,0.0,1,0,1,1
3673,20180503,1,7.9,86,2.1,2000,5.6,0.0,0.0,0.0,1,0,1,1
3674,20180503,2,7.3,86,1.7,2000,5.1,0.0,0.0,0.0,1,0,1,1
3675,20180503,3,7.0,86,1.2,2000,4.8,0.0,0.0,0.0,1,0,1,1
3676,20180503,4,7.0,87,1.3,2000,4.9,0.0,0.0,0.0,1,0,1,1
3677,20180503,5,7.0,85,0.8,2000,4.6,0.0,0.0,0.0,1,0,1,1
3678,20180503,6,7.9,86,2.0,1070,5.6,0.01,0.0,0.0,1,0,1,1
3679,20180503,7,8.4,83,1.4,1400,5.6,0.31,0.0,0.0,1,0,1,2
3680,20180503,8,10.5,67,2.3,1221,4.6,0.98,0.0,0.0,1,0,1,3
3681,20180503,9,12.8,52,3.9,1614,3.1,1.65,0.0,0.0,1,0,1,2
3682,20180503,10,13.8,47,4.8,1561,2.6,1.64,0.0,0.0,1,0,1,2
3683,20180503,11,14.7,45,3.0,1799,2.8,1.68,0.0,0.0,1,0,1,2
3684,20180503,12,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,1,0,1,2
3685,20180503,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,1,0,1,1
3686,20180503,14,12.7,75,3.8,1510,8.3,0.88,0.4,0.0,1,0,1,1
3687,20180503,15,12.2,56,4.8,2000,3.6,0.57,0.5,0.0,1,0,1,1
3688,20180503,16,12.8,53,3.3,2000,3.4,0.76,0.0,0.0,1,0,1,2
3689,20180503,17,13.2,49,4.2,1999,2.7,0.69,0.0,0.0,1,0,1,2
3690,20180503,18,13.4,49,2.4,1982,2.8,0.6,0.0,0.0,1,0,1,4
3691,20180503,19,13.3,49,3.6,1919,2.7,0.45,0.0,0.0,1,0,1,3
3692,20180503,20,12.6,47,3.2,1935,1.5,0.02,0.0,0.0,1,0,1,2
3693,20180503,21,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,1,0,1,2
3694,20180503,22,11.2,60,2.3,1684,3.7,0.0,0.0,0.0,1,0,1,2
3695,20180503,23,10.6,62,2.1,1694,3.6,0.0,0.0,0.0,1,0,1,2
3696,20180504,0,10.0,63,2.1,1653,3.2,0.0,0.0,0.0,1,0,1,1
3697,20180504,1,9.7,63,2.1,1610,2.9,0.0,0.0,0.0,1,0,1,1
3698,20180504,2,9.6,65,1.5,1654,3.3,0.0,0.0,0.0,1,0,1,1
3699,20180504,3,9.6,66,0.9,1685,3.5,0.0,0.0,0.0,1,0,1,1
3700,20180504,4,9.5,66,1.1,1737,3.4,0.0,0.0,0.0,1,0,1,1
3701,20180504,5,9.2,63,0.8,1896,2.5,0.0,0.0,0.0,1,0,1,1
3702,20180504,6,9.0,57,1.7,1903,0.9,0.0,0.0,0.0,1,0,1,1
3703,20180504,7,9.5,55,2.1,1912,0.8,0.32,0.0,0.0,1,0,1,2
3704,20180504,8,11.3,46,1.2,1788,0.0,1.04,0.0,0.0,1,0,1,3
3705,20180504,9,14.1,42,1.9,1893,1.3,1.78,0.0,0.0,1,0,1,2
3706,20180504,10,16.1,37,2.9,1629,1.3,2.4,0.0,0.0,1,0,1,2
3707,20180504,11,17.2,35,3.6,1731,1.5,2.93,0.0,0.0,1,0,1,2
3708,20180504,12,17.9,32,4.6,1874,0.9,3.28,0.0,0.0,1,0,1,2
3709,20180504,13,18.9,30,3.8,1854,0.9,3.39,0.0,0.0,1,0,1,2
3710,20180504,14,18.8,31,4.9,1940,1.2,3.31,0.0,0.0,1,0,1,2
3711,20180504,15,19.9,26,3.8,1898,-0.1,3.0,0.0,0.0,1,0,1,2
3712,20180504,16,18.6,30,5.1,1891,0.6,2.49,0.0,0.0,1,0,1,3
3713,20180504,17,18.1,30,4.6,1925,0.2,1.86,0.0,0.0,1,0,1,3
3714,20180504,18,17.1,35,3.4,1961,1.4,1.11,0.0,0.0,1,0,1,4
3715,20180504,19,15.5,46,2.6,1782,3.9,0.34,0.0,0.0,1,0,1,3
3716,20180504,20,14.1,46,3.4,1940,2.6,0.01,0.0,0.0,1,0,1,2
3717,20180504,21,13.3,47,1.9,1805,2.2,0.0,0.0,0.0,1,0,1,2
3718,20180504,22,12.7,55,2.0,1775,3.8,0.0,0.0,0.0,1,0,1,2
3719,20180504,23,12.4,58,2.5,1843,4.3,0.0,0.0,0.0,1,0,1,2
3720,20180505,0,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,1,0,1,2
3721,20180505,1,12.1,54,1.3,1820,3.0,0.0,0.0,0.0,1,0,1,2
3722,20180505,2,12.1,53,1.1,1948,2.7,0.0,0.0,0.0,1,0,1,1
3723,20180505,3,11.6,53,1.1,1904,2.3,0.0,0.0,0.0,1,0,1,1
3724,20180505,4,12.1,51,1.6,1939,2.2,0.0,0.0,0.0,1,0,1,1
3725,20180505,5,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,1,0,1,1
3726,20180505,6,12.3,55,2.1,1972,3.5,0.02,0.0,0.0,1,0,1,1
3727,20180505,7,12.9,55,2.3,1952,4.0,0.29,0.0,0.0,1,0,1,1
3728,20180505,8,14.4,51,2.3,1907,4.3,0.92,0.0,0.0,1,0,1,1
3729,20180505,9,16.1,50,2.6,1628,5.6,1.52,0.0,0.0,1,0,1,2
3730,20180505,10,18.1,46,2.9,1755,6.2,2.17,0.0,0.0,1,0,1,2
3731,20180505,11,20.2,41,3.1,1789,6.5,2.56,0.0,0.0,1,0,1,2
3732,20180505,12,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,1,0,1,2
3733,20180505,13,22.7,35,3.4,1794,6.4,2.51,0.0,0.0,1,0,1,2
3734,20180505,14,23.6,34,3.3,1829,6.8,2.57,0.0,0.0,1,0,1,3
3735,20180505,15,23.8,29,4.7,1876,4.6,2.72,0.0,0.0,1,0,1,3
3736,20180505,16,23.2,30,4.5,1787,4.6,1.49,0.0,0.0,1,0,1,2
3737,20180505,17,23.6,29,3.9,1948,4.5,1.68,0.0,0.0,1,0,1,3
3738,20180505,18,22.5,31,3.4,1953,4.5,0.79,0.0,0.0,1,0,1,3
3739,20180505,19,20.7,47,3.5,1952,8.9,0.28,0.0,0.0,1,0,1,3
3740,20180505,20,19.7,53,2.0,1841,9.8,0.0,0.0,0.0,1,0,1,3
3741,20180505,21,19.3,57,3.1,1924,10.5,0.0,0.0,0.0,1,0,1,3
3742,20180505,22,19.1,61,2.7,1830,11.3,0.0,0.0,0.0,1,0,1,2
3743,20180505,23,19.1,62,3.6,1757,11.6,0.0,0.0,0.0,1,0,1,2
3744,20180506,0,18.7,64,3.3,1654,11.7,0.0,0.0,0.0,1,0,1,2
3745,20180506,1,18.2,71,1.6,1328,12.8,0.0,0.0,0.0,1,0,1,1
3746,20180506,2,17.3,82,2.1,768,14.1,0.0,0.5,0.0,1,0,1,1
3747,20180506,3,16.2,94,1.7,400,15.2,0.0,1.5,0.0,1,0,1,1
3748,20180506,4,15.8,93,0.4,268,14.6,0.0,1.5,0.0,1,0,1,1
3749,20180506,5,15.4,96,0.3,208,14.7,0.0,2.0,0.0,1,0,1,1
3750,20180506,6,15.1,97,0.3,225,14.6,0.0,3.0,0.0,1,0,1,1
3751,20180506,7,15.1,97,0.5,311,14.6,0.03,2.5,0.0,1,0,1,1
3752,20180506,8,15.2,97,1.0,414,14.7,0.08,2.0,0.0,1,0,1,1
3753,20180506,9,15.4,97,0.8,413,14.9,0.18,1.0,0.0,1,0,1,1
3754,20180506,10,15.4,97,0.6,374,14.9,0.38,1.5,0.0,1,0,1,1
3755,20180506,11,15.5,97,0.8,459,15.0,0.4,3.5,0.0,1,0,1,1
3756,20180506,12,15.7,96,1.1,568,15.0,0.5,3.0,0.0,1,0,1,1
3757,20180506,13,16.4,94,0.9,1947,15.4,0.78,0.0,0.0,1,0,1,1
3758,20180506,14,17.2,85,1.3,2000,14.6,0.94,0.0,0.0,1,0,1,1
3759,20180506,15,17.8,77,1.6,2000,13.7,1.13,0.0,0.0,1,0,1,2
3760,20180506,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,1,0,1,3
3761,20180506,17,20.2,62,1.1,2000,12.6,1.74,0.0,0.0,1,0,1,3
3762,20180506,18,20.2,66,1.0,2000,13.6,1.1,0.0,0.0,1,0,1,3
3763,20180506,19,19.0,70,0.7,2000,13.3,0.33,0.0,0.0,1,0,1,3
3764,20180506,20,17.6,77,1.2,2000,13.5,0.01,0.0,0.0,1,0,1,3
3765,20180506,21,16.8,79,0.6,2000,13.1,0.0,0.0,0.0,1,0,1,3
3766,20180506,22,16.4,80,1.2,2000,12.9,0.0,0.0,0.0,1,0,1,2
3767,20180506,23,15.9,83,0.6,2000,13.0,0.0,0.0,0.0,1,0,1,2
3768,20180507,0,15.5,85,0.9,2000,12.9,0.0,0.0,0.0,1,0,1,2
3769,20180507,1,15.1,84,0.3,1858,12.4,0.0,0.0,0.0,1,0,1,1
3770,20180507,2,14.8,85,0.4,1831,12.2,0.0,0.0,0.0,1,0,1,1
3771,20180507,3,14.7,82,0.8,1822,11.6,0.0,0.0,0.0,1,0,1,1
3772,20180507,4,14.4,85,0.8,1437,11.9,0.0,0.0,0.0,1,0,1,1
3773,20180507,5,14.2,85,0.5,1412,11.7,0.0,0.0,0.0,1,0,1,1
3774,20180507,6,14.0,87,0.8,1334,11.8,0.01,0.0,0.0,1,0,1,1
3775,20180507,7,14.2,81,0.3,1991,10.9,0.13,0.0,0.0,1,0,1,1
3776,20180507,8,14.8,80,0.3,1921,11.3,0.31,0.0,0.0,1,0,1,1
3777,20180507,9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,1,0,1,2
3778,20180507,10,17.5,63,0.6,1916,10.3,0.96,0.0,0.0,1,0,1,2
3779,20180507,11,20.2,45,1.1,1894,7.8,2.33,0.0,0.0,1,0,1,2
3780,20180507,12,22.9,35,0.8,1948,6.6,3.05,0.0,0.0,1,0,1,2
3781,20180507,13,23.7,44,1.7,1897,10.7,2.35,0.0,0.0,1,0,1,3
3782,20180507,14,24.1,42,1.2,1770,10.3,1.93,0.0,0.0,1,0,1,3
3783,20180507,15,24.6,38,2.1,1478,9.3,1.85,0.0,0.0,1,0,1,4
3784,20180507,16,24.5,38,2.2,1903,9.2,1.1,0.0,0.0,1,0,1,4
3785,20180507,17,25.5,31,2.3,1974,7.1,1.5,0.0,0.0,1,0,1,4
3786,20180507,18,25.1,32,2.4,1899,7.2,1.1,0.0,0.0,1,0,1,4
3787,20180507,19,23.5,48,1.5,1929,11.8,0.4,0.0,0.0,1,0,1,3
3788,20180507,20,20.9,61,2.7,1523,13.0,0.01,0.0,0.0,1,0,1,3
3789,20180507,21,19.6,64,1.5,1297,12.5,0.0,0.0,0.0,1,0,1,3
3790,20180507,22,18.6,69,1.7,1047,12.7,0.0,0.0,0.0,1,0,1,2
3791,20180507,23,17.5,69,1.5,978,11.7,0.0,0.0,0.0,1,0,1,2
3792,20180508,0,16.4,72,0.8,1046,11.3,0.0,0.0,0.0,1,0,1,2
3793,20180508,1,16.0,64,1.0,1600,9.1,0.0,0.0,0.0,1,0,1,1
3794,20180508,2,15.5,65,1.3,1953,8.9,0.0,0.0,0.0,1,0,1,1
3795,20180508,3,15.6,63,1.7,2000,8.5,0.0,0.0,0.0,1,0,1,1
3796,20180508,4,15.4,63,1.6,2000,8.3,0.0,0.0,0.0,1,0,1,1
3797,20180508,5,15.0,64,1.6,2000,8.2,0.0,0.0,0.0,1,0,1,1
3798,20180508,6,14.8,64,1.5,2000,8.0,0.02,0.0,0.0,1,0,1,1
3799,20180508,7,15.3,60,2.0,2000,7.5,0.35,0.0,0.0,1,0,1,2
3800,20180508,8,16.9,54,1.7,2000,7.5,1.08,0.0,0.0,1,0,1,3
3801,20180508,9,18.5,51,1.4,1955,8.1,1.74,0.0,0.0,1,0,1,2
3802,20180508,10,20.0,48,1.9,2000,8.6,2.46,0.0,0.0,1,0,1,2
3803,20180508,11,21.0,45,1.6,2000,8.6,2.89,0.0,0.0,1,0,1,2
3804,20180508,12,21.5,44,2.1,1986,8.7,3.15,0.0,0.0,1,0,1,2
3805,20180508,13,21.7,44,2.1,2000,8.9,2.46,0.0,0.0,1,0,1,2
3806,20180508,14,22.2,42,1.7,2000,8.6,2.29,0.0,0.0,1,0,1,2
3807,20180508,15,22.4,39,1.9,2000,7.7,2.16,0.0,0.0,1,0,1,2
3808,20180508,16,22.0,41,1.7,2000,8.1,2.04,0.0,0.0,1,0,1,3
3809,20180508,17,21.7,38,2.0,2000,6.7,1.17,0.0,0.0,1,0,1,3
3810,20180508,18,20.7,40,1.4,2000,6.6,1.06,0.0,0.0,1,0,1,4
3811,20180508,19,17.9,42,2.1,2000,4.7,0.37,0.0,0.0,1,0,1,4
3812,20180508,20,15.8,47,1.8,2000,4.4,0.01,0.0,0.0,1,0,1,3
3813,20180508,21,14.5,49,1.9,2000,3.8,0.0,0.0,0.0,1,0,1,3
3814,20180508,22,13.2,54,2.2,2000,4.0,0.0,0.0,0.0,1,0,1,2
3815,20180508,23,12.2,57,1.9,2000,3.9,0.0,0.0,0.0,1,0,1,2
3816,20180509,0,11.6,57,1.9,2000,3.3,0.0,0.0,0.0,1,0,1,1
3817,20180509,1,11.3,58,1.3,2000,3.3,0.0,0.0,0.0,1,0,1,1
3818,20180509,2,10.9,59,1.1,2000,3.1,0.0,0.0,0.0,1,0,1,1
3819,20180509,3,10.5,59,1.0,2000,2.8,0.0,0.0,0.0,1,0,1,1
3820,20180509,4,10.0,64,1.5,2000,3.4,0.0,0.0,0.0,1,0,1,1
3821,20180509,5,9.5,65,0.9,2000,3.2,0.0,0.0,0.0,1,0,1,1
3822,20180509,6,9.2,64,1.0,2000,2.7,0.02,0.0,0.0,1,0,1,1
3823,20180509,7,10.0,59,1.1,2000,2.3,0.36,0.0,0.0,1,0,1,2
3824,20180509,8,12.3,53,1.6,2000,2.9,1.09,0.0,0.0,1,0,1,3
3825,20180509,9,14.4,46,1.2,1899,2.9,1.77,0.0,0.0,1,0,1,2
3826,20180509,10,16.1,43,1.4,1985,3.5,2.41,0.0,0.0,1,0,1,2
3827,20180509,11,17.6,40,1.4,1955,3.8,2.88,0.0,0.0,1,0,1,2
3828,20180509,12,18.7,39,1.9,1925,4.4,3.21,0.0,0.0,1,0,1,2
3829,20180509,13,20.1,36,1.1,1933,4.5,3.34,0.0,0.0,1,0,1,2
3830,20180509,14,20.7,36,2.2,1788,5.0,3.1,0.0,0.0,1,0,1,2
3831,20180509,15,21.2,35,2.9,1733,5.1,2.88,0.0,0.0,1,0,1,2
3832,20180509,16,21.4,35,2.7,1838,5.2,2.38,0.0,0.0,1,0,1,3
3833,20180509,17,21.3,34,2.7,1967,4.7,1.82,0.0,0.0,1,0,1,3
3834,20180509,18,20.6,41,2.3,2000,6.8,1.1,0.0,0.0,1,0,1,5
3835,20180509,19,18.8,47,2.8,1988,7.2,0.4,0.0,0.0,1,0,1,4
3836,20180509,20,17.3,53,1.9,2000,7.6,0.01,0.0,0.0,1,0,1,3
3837,20180509,21,16.4,56,0.8,2000,7.5,0.0,0.0,0.0,1,0,1,3
3838,20180509,22,15.9,60,2.6,2000,8.1,0.0,0.0,0.0,1,0,1,3
3839,20180509,23,15.2,62,1.4,2000,7.9,0.0,0.0,0.0,1,0,1,2
3840,20180510,0,14.5,63,0.9,2000,7.5,0.0,0.0,0.0,1,0,0,1
3841,20180510,1,13.9,66,1.0,1960,7.6,0.0,0.0,0.0,1,0,0,1
3842,20180510,2,13.1,73,1.9,1895,8.3,0.0,0.0,0.0,1,0,0,1
3843,20180510,3,12.9,74,1.7,1698,8.3,0.0,0.0,0.0,1,0,0,1
3844,20180510,4,12.0,79,0.6,1351,8.4,0.0,0.0,0.0,1,0,0,1
3845,20180510,5,11.5,80,0.9,974,8.1,0.0,0.0,0.0,1,0,0,1
3846,20180510,6,11.4,80,1.0,885,8.0,0.02,0.0,0.0,1,0,0,1
3847,20180510,7,12.1,71,1.6,876,6.9,0.34,0.0,0.0,1,0,0,1
3848,20180510,8,13.5,63,2.2,1211,6.5,1.01,0.0,0.0,1,0,0,1
3849,20180510,9,15.5,55,1.7,1318,6.4,1.76,0.0,0.0,1,0,0,1
3850,20180510,10,17.3,52,2.3,1235,7.3,2.38,0.0,0.0,1,0,0,1
3851,20180510,11,18.3,51,3.1,1015,7.9,2.84,0.0,0.0,1,0,0,1
3852,20180510,12,19.8,49,2.3,1320,8.7,3.17,0.0,0.0,1,0,0,1
3853,20180510,13,20.7,46,2.9,1078,8.6,3.26,0.0,0.0,1,0,0,1
3854,20180510,14,21.2,47,3.7,1142,9.4,3.22,0.0,0.0,1,0,0,1
3855,20180510,15,20.4,51,4.0,946,9.9,2.87,0.0,0.0,1,0,0,1
3856,20180510,16,19.6,54,3.9,1154,10.0,2.41,0.0,0.0,1,0,0,1
3857,20180510,17,19.2,54,3.4,1075,9.6,1.83,0.0,0.0,1,0,0,1
3858,20180510,18,18.0,61,3.5,790,10.3,1.05,0.0,0.0,1,0,0,1
3859,20180510,19,15.5,74,3.6,675,10.8,0.35,0.0,0.0,1,0,0,1
3860,20180510,20,13.6,82,2.1,520,10.5,0.02,0.0,0.0,1,0,0,1
3861,20180510,21,12.6,85,2.4,460,10.1,0.0,0.0,0.0,1,0,0,1
3862,20180510,22,12.3,85,2.3,452,9.8,0.0,0.0,0.0,1,0,0,1
3863,20180510,23,12.4,85,1.1,369,9.9,0.0,0.0,0.0,1,0,0,1
3864,20180511,0,12.5,84,1.5,334,9.8,0.0,0.0,0.0,1,0,1,2
3865,20180511,1,12.4,84,1.8,287,9.7,0.0,0.0,0.0,1,0,1,1
3866,20180511,2,12.1,85,1.4,321,9.6,0.0,0.0,0.0,1,0,1,1
3867,20180511,3,12.0,86,0.9,297,9.7,0.0,0.0,0.0,1,0,1,1
3868,20180511,4,11.9,85,0.7,315,9.4,0.0,0.0,0.0,1,0,1,1
3869,20180511,5,11.9,84,1.5,358,9.2,0.0,0.0,0.0,1,0,1,1
3870,20180511,6,12.0,83,0.4,321,9.1,0.01,0.0,0.0,1,0,1,1
3871,20180511,7,12.4,82,1.0,314,9.4,0.1,0.0,0.0,1,0,1,2
3872,20180511,8,13.1,78,1.2,330,9.3,0.41,0.0,0.0,1,0,1,3
3873,20180511,9,14.3,72,0.7,342,9.3,0.84,0.0,0.0,1,0,1,2
3874,20180511,10,16.4,64,2.4,423,9.5,2.05,0.0,0.0,1,0,1,2
3875,20180511,11,18.3,56,1.4,519,9.3,2.53,0.0,0.0,1,0,1,2
3876,20180511,12,20.0,47,1.4,685,8.3,3.08,0.0,0.0,1,0,1,2
3877,20180511,13,20.8,45,2.8,688,8.4,3.17,0.0,0.0,1,0,1,2
3878,20180511,14,21.0,47,2.2,606,9.2,2.52,0.0,0.0,1,0,1,2
3879,20180511,15,19.9,47,3.3,484,8.2,1.83,0.0,0.0,1,0,1,2
3880,20180511,16,19.1,54,3.2,542,9.5,0.94,0.0,0.0,1,0,1,3
3881,20180511,17,18.9,45,2.6,1084,6.6,0.8,0.0,0.0,1,0,1,3
3882,20180511,18,17.9,37,3.1,1819,2.9,0.36,0.0,0.0,1,0,1,4
3883,20180511,19,17.1,51,2.5,1223,6.8,0.06,0.0,0.0,1,0,1,3
3884,20180511,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,1,0,1,2
3885,20180511,21,16.4,52,1.5,1273,6.5,0.0,0.0,0.0,1,0,1,3
3886,20180511,22,16.2,54,1.1,1327,6.8,0.0,0.0,0.0,1,0,1,3
3887,20180511,23,16.2,50,1.6,1327,5.7,0.0,0.0,0.0,1,0,1,2
3888,20180512,0,16.1,54,1.3,1052,6.7,0.0,0.0,0.0,1,0,1,2
3889,20180512,1,15.9,51,1.8,866,5.7,0.0,0.0,0.0,1,0,1,1
3890,20180512,2,15.5,62,1.0,730,8.2,0.0,0.0,0.0,1,0,1,1
3891,20180512,3,15.2,63,0.5,700,8.1,0.0,0.0,0.0,1,0,1,1
3892,20180512,4,15.0,61,0.8,867,7.5,0.0,0.0,0.0,1,0,1,1
3893,20180512,5,15.0,61,1.2,903,7.5,0.0,0.0,0.0,1,0,1,1
3894,20180512,6,14.4,71,1.3,560,9.2,0.0,0.4,0.0,1,0,1,1
3895,20180512,7,13.3,81,1.5,525,10.1,0.04,0.1,0.0,1,0,1,1
3896,20180512,8,12.0,87,1.0,296,9.8,0.1,1.0,0.0,1,0,1,1
3897,20180512,9,11.8,95,1.0,168,11.0,0.14,3.0,0.0,1,0,1,1
3898,20180512,10,11.8,96,1.3,221,11.1,0.12,2.5,0.0,1,0,1,1
3899,20180512,11,12.0,96,1.0,184,11.3,0.14,3.5,0.0,1,0,1,1
3900,20180512,12,12.3,97,0.8,238,11.8,0.14,2.0,0.0,1,0,1,1
3901,20180512,13,12.6,97,0.6,327,12.1,0.14,3.0,0.0,1,0,1,1
3902,20180512,14,13.0,97,0.8,211,12.5,0.15,2.0,0.0,1,0,1,1
3903,20180512,15,13.3,97,0.8,194,12.8,0.12,3.0,0.0,1,0,1,1
3904,20180512,16,13.8,97,0.7,196,13.3,0.12,1.5,0.0,1,0,1,1
3905,20180512,17,14.3,98,0.7,270,13.9,0.08,1.5,0.0,1,0,1,1
3906,20180512,18,15.4,97,1.9,340,14.9,0.03,2.0,0.0,1,0,1,1
3907,20180512,19,15.5,97,0.7,403,15.0,0.0,2.0,0.0,1,0,1,1
3908,20180512,20,15.7,97,0.3,343,15.2,0.0,1.0,0.0,1,0,1,1
3909,20180512,21,15.8,97,0.6,193,15.3,0.0,0.5,0.0,1,0,1,1
3910,20180512,22,15.8,98,0.4,179,15.4,0.0,1.5,0.0,1,0,1,1
3911,20180512,23,15.8,98,1.6,235,15.4,0.0,1.0,0.0,1,0,1,1
3912,20180513,0,15.5,97,1.5,181,15.0,0.0,0.5,0.0,1,0,1,1
3913,20180513,1,15.1,97,1.7,173,14.6,0.0,0.2,0.0,1,0,1,1
3914,20180513,2,14.5,97,2.9,359,14.0,0.0,0.1,0.0,1,0,1,1
3915,20180513,3,14.2,98,1.5,135,13.8,0.0,0.2,0.0,1,0,1,1
3916,20180513,4,13.8,98,2.9,27,13.4,0.0,0.0,0.0,1,0,1,1
3917,20180513,5,13.5,98,0.8,105,13.1,0.0,0.0,0.0,1,0,1,1
3918,20180513,6,13.5,98,0.4,251,13.1,0.01,0.0,0.0,1,0,1,1
3919,20180513,7,13.7,98,1.6,468,13.3,0.1,0.0,0.0,1,0,1,1
3920,20180513,8,14.1,98,1.3,834,13.7,0.26,0.0,0.0,1,0,1,1
3921,20180513,9,14.8,95,1.0,986,14.0,0.53,0.0,0.0,1,0,1,1
3922,20180513,10,15.2,88,2.2,1090,13.2,0.55,0.0,0.0,1,0,1,2
3923,20180513,11,16.4,78,1.6,1209,12.5,1.37,0.0,0.0,1,0,1,2
3924,20180513,12,18.3,65,1.2,1489,11.5,2.4,0.0,0.0,1,0,1,3
3925,20180513,13,19.1,65,1.9,1145,12.3,2.26,0.0,0.0,1,0,1,3
3926,20180513,14,19.7,64,2.9,929,12.6,1.99,0.0,0.0,1,0,1,3
3927,20180513,15,19.7,63,2.5,941,12.4,2.01,0.0,0.0,1,0,1,4
3928,20180513,16,19.5,65,2.9,857,12.7,1.97,0.0,0.0,1,0,1,4
3929,20180513,17,19.4,63,2.6,1099,12.1,1.61,0.0,0.0,1,0,1,4
3930,20180513,18,19.0,66,1.3,1111,12.4,0.95,0.0,0.0,1,0,1,4
3931,20180513,19,17.6,73,2.0,886,12.6,0.34,0.0,0.0,1,0,1,3
3932,20180513,20,15.6,81,2.3,827,12.3,0.02,0.0,0.0,1,0,1,3
3933,20180513,21,14.1,86,0.9,535,11.7,0.0,0.0,0.0,1,0,1,3
3934,20180513,22,13.5,87,2.2,433,11.3,0.0,0.0,0.0,1,0,1,2
3935,20180513,23,13.0,89,1.3,326,11.2,0.0,0.0,0.0,1,0,1,2
3936,20180514,0,12.7,89,1.2,340,10.9,0.0,0.0,0.0,1,0,1,1
3937,20180514,1,12.4,94,1.3,307,11.4,0.0,0.0,0.0,1,0,1,1
3938,20180514,2,12.1,94,1.6,191,11.1,0.0,0.0,0.0,1,0,1,1
3939,20180514,3,11.9,95,1.5,180,11.1,0.0,0.0,0.0,1,0,1,1
3940,20180514,4,11.9,94,1.3,210,10.9,0.0,0.0,0.0,1,0,1,1
3941,20180514,5,11.9,93,0.8,241,10.7,0.0,0.0,0.0,1,0,1,1
3942,20180514,6,12.1,89,0.3,252,10.3,0.02,0.0,0.0,1,0,1,1
3943,20180514,7,12.6,85,0.4,292,10.1,0.23,0.0,0.0,1,0,1,2
3944,20180514,8,13.8,79,0.9,313,10.2,0.44,0.0,0.0,1,0,1,3
3945,20180514,9,15.1,74,0.6,437,10.4,0.76,0.0,0.0,1,0,1,2
3946,20180514,10,16.6,67,0.9,479,10.4,1.23,0.0,0.0,1,0,1,2
3947,20180514,11,18.5,65,1.4,463,11.7,2.07,0.0,0.0,1,0,1,2
3948,20180514,12,20.0,62,1.8,428,12.4,2.38,0.0,0.0,1,0,1,2
3949,20180514,13,21.8,59,1.9,404,13.4,2.74,0.0,0.0,1,0,1,2
3950,20180514,14,23.1,56,1.6,391,13.8,2.67,0.0,0.0,1,0,1,2
3951,20180514,15,24.0,59,1.6,353,15.4,2.24,0.0,0.0,1,0,1,2
3952,20180514,16,24.3,54,2.6,346,14.3,1.81,0.0,0.0,1,0,1,3
3953,20180514,17,24.4,51,1.9,466,13.5,1.42,0.0,0.0,1,0,1,3
3954,20180514,18,23.6,48,3.1,666,11.9,0.85,0.0,0.0,1,0,1,5
3955,20180514,19,22.7,56,1.8,598,13.4,0.31,0.0,0.0,1,0,1,4
3956,20180514,20,21.4,64,2.1,411,14.3,0.02,0.0,0.0,1,0,1,3
3957,20180514,21,20.5,67,1.4,357,14.1,0.0,0.0,0.0,1,0,1,3
3958,20180514,22,19.6,71,0.6,325,14.1,0.0,0.0,0.0,1,0,1,3
3959,20180514,23,18.8,73,0.8,291,13.8,0.0,0.0,0.0,1,0,1,2
3960,20180515,0,18.1,77,0.5,287,13.9,0.0,0.0,0.0,1,0,1,2
3961,20180515,1,17.5,78,0.6,277,13.6,0.0,0.0,0.0,1,0,1,1
